2017-06-19 20:23:46,76.815,65,52,67,71,66,49
2017-06-19 20:25:46,76.602,65,52,68,70,66,49
2017-06-19 20:27:46,76.647,65,52,67,70,66,50
2017-06-19 20:29:46,76.775,66,52,67,71,66,50
2017-06-19 20:31:46,76.748,65,52,67,70,66,49
2017-06-19 20:33:47,76.736,65,52,67,71,66,49
2017-06-19 20:35:47,76.768,65,52,67,70,66,49
2017-06-19 20:37:47,76.723,65,52,67,70,66,49
2017-06-19 20:39:47,76.666,65,52,67,70,66,49
2017-06-19 20:41:48,76.753,65,52,67,70,66,50
2017-06-19 20:43:48,76.733,65,52,67,71,66,50
2017-06-19 20:45:48,76.681,66,52,67,70,66,50
2017-06-19 20:47:48,76.176,66,52,67,70,66,49
2017-06-19 20:49:48,76.647,65,52,67,70,66,49
2017-06-19 20:51:48,76.788,65,52,67,70,66,50
2017-06-19 20:53:49,68.994,65,52,67,70,66,50
2017-06-19 20:55:49,76.737,65,52,67,70,66,50
2017-06-19 20:57:49,76.216,65,52,67,70,66,49
2017-06-19 20:59:49,76.210,65,52,67,70,66,50
2017-06-19 21:01:49,76.464,65,52,67,70,66,50
2017-06-19 21:03:50,76.683,65,52,67,70,66,49
2017-06-19 21:05:50,76.701,65,52,67,70,66,50
2017-06-19 21:07:50,76.264,65,52,67,70,65,49
2017-06-19 21:09:50,76.731,65,52,67,70,66,49
2017-06-19 21:11:50,76.742,65,52,67,70,66,49
2017-06-19 21:13:50,76.757,65,52,67,70,66,49
2017-06-19 21:15:51,76.765,65,52,67,70,66,50
2017-06-19 21:17:51,75.455,65,52,67,70,66,49
2017-06-19 21:19:51,76.781,65,52,67,70,66,49
2017-06-19 21:21:51,76.725,65,52,67,70,66,49
2017-06-19 21:23:51,76.712,65,52,67,70,66,49
2017-06-19 21:25:52,76.659,65,52,67,70,65,49
2017-06-19 21:27:52,76.730,65,52,67,70,66,49
2017-06-19 21:29:52,74.957,65,52,67,70,65,49
2017-06-19 21:31:52,76.722,65,52,67,70,65,49
2017-06-19 21:33:52,76.245,65,52,67,70,66,49
2017-06-19 21:35:52,76.767,65,52,67,70,66,49
2017-06-19 21:37:53,76.752,65,52,67,70,65,49
2017-06-19 21:39:53,74.924,65,50,67,70,66,50
2017-06-19 21:41:53,76.523,66,50,67,70,66,49
2017-06-19 21:43:53,76.274,66,50,67,70,66,50
2017-06-19 21:45:53,76.748,66,50,67,70,66,49
2017-06-19 21:47:56,76.745,66,50,67,70,66,49
2017-06-19 21:49:56,74.990,66,50,67,70,66,49
2017-06-19 21:51:56,75.392,66,50,67,70,65,49
2017-06-19 21:53:57,76.734,66,50,67,70,66,47
2017-06-19 21:55:57,76.809,66,50,67,70,67,48
2017-06-19 21:57:57,76.661,66,50,67,70,67,47
2017-06-19 21:59:57,76.146,67,50,68,70,67,48
2017-06-19 22:01:57,75.285,67,50,69,70,68,48
2017-06-19 22:03:57,76.662,67,50,67,70,68,48
2017-06-19 22:05:58,76.048,67,50,68,70,68,48
2017-06-19 22:07:58,75.493,67,50,68,70,67,47
2017-06-19 22:09:58,68.120,66,50,68,72,68,48
2017-06-19 22:11:58,76.680,67,50,68,72,68,48
2017-06-19 22:13:58,75.475,68,55,68,72,68,48
2017-06-19 22:15:59,76.745,67,55,67,72,67,51
2017-06-19 22:17:59,76.741,66,55,67,72,67,50
2017-06-19 22:20:00,76.690,65,55,67,72,66,51
2017-06-19 22:22:01,76.676,65,55,67,72,66,51
2017-06-19 22:24:02,76.730,65,55,67,72,65,50
2017-06-19 22:26:02,76.635,65,55,67,72,66,51
2017-06-19 22:28:02,76.734,66,53,67,72,66,51
2017-06-19 22:30:03,76.701,66,53,67,72,66,51
2017-06-19 22:32:04,76.691,67,53,67,72,66,51
2017-06-19 22:34:04,68.938,65,53,67,72,66,51
2017-06-19 22:36:07,76.745,65,53,67,72,65,51
2017-06-19 22:38:07,76.704,65,52,67,72,65,50
2017-06-19 22:40:07,76.733,65,52,67,72,65,51
2017-06-19 22:42:08,76.733,65,52,67,72,65,50
2017-06-19 22:44:08,76.189,65,52,66,72,65,50
2017-06-19 22:46:08,76.638,65,52,66,72,65,50
2017-06-19 22:48:08,76.748,65,52,66,72,65,50
2017-06-19 22:50:08,76.719,65,50,66,72,65,49
2017-06-19 22:52:12,76.707,66,50,67,72,65,49
2017-06-19 22:54:13,75.476,66,50,67,72,66,49
2017-06-19 22:56:13,76.718,67,50,67,72,66,50
2017-06-19 22:58:14,76.708,68,50,67,72,66,49
2017-06-19 23:00:14,76.539,67,50,67,72,66,50
2017-06-19 23:02:14,76.397,67,50,68,70,68,43
2017-06-19 23:04:14,75.755,67,50,67,71,66,49
2017-06-19 23:06:14,76.406,67,50,67,71,66,49
2017-06-19 23:08:14,76.298,66,50,67,71,65,49
2017-06-19 23:10:15,76.403,66,50,67,71,65,49
2017-06-19 23:12:15,76.384,66,50,67,71,65,49
2017-06-19 23:14:15,76.304,67,50,67,71,66,49
2017-06-19 23:16:16,75.785,68,50,67,71,67,50
2017-06-19 23:18:16,76.396,68,53,67,71,67,50
2017-06-19 23:20:16,74.279,67,53,67,71,67,50
2017-06-19 23:22:16,75.849,67,53,67,71,67,50
2017-06-19 23:24:16,76.408,67,53,67,71,67,49
2017-06-19 23:26:16,76.411,67,53,67,71,67,50
2017-06-19 23:28:17,76.298,67,53,67,70,67,50
2017-06-19 23:30:17,76.366,68,53,67,70,67,50
2017-06-19 23:32:17,76.379,68,53,67,71,67,50
2017-06-19 23:34:17,76.370,68,53,67,71,67,50
2017-06-19 23:36:17,76.368,68,53,67,71,67,50
2017-06-19 23:38:17,75.808,68,53,67,70,68,50
2017-06-19 23:40:17,76.155,68,53,67,71,67,50
2017-06-19 23:42:18,76.415,68,53,67,71,68,50
